2800-HK,1/1/2000,,,,,,,,,,,,,,,,,,,,
Date,RET,RET_L1,RET_L2,RET_L3,RET_L4,RET_L5,RET_L6,RET_L7,RET_L8,RET_L9,RET_L10,RET_L11,RET_L12,RET_L13,RET_L14,RET_L15,RET_L16,RET_L17,RET_L18,RET_L19,RET_L20
4/28/00,0.019544653,-0.009820059,-0.012945128,0.003220608,-0.003220611,0.009693268,0.033006251,-0.086731725,-0.012232614,-0.018072732,0.002989527,-0.011904842,-0.005899769,0.029852934,-0.003025673,-0.032692421,-0.020261178,-0.014224997,-0.027856988,-0.010929005,0.002721094
5/02/00,0.019169878,0.019544653,-0.009820059,-0.012945128,0.003220608,-0.003220611,0.009693268,0.033006251,-0.086731725,-0.012232614,-0.018072732,0.002989527,-0.011904842,-0.005899769,0.029852934,-0.003025673,-0.032692421,-0.020261178,-0.014224997,-0.027856988,-0.010929005
5/03/00,-0.019169935,0.019169878,0.019544653,-0.009820059,-0.012945128,0.003220608,-0.003220611,0.009693268,0.033006251,-0.086731725,-0.012232614,-0.018072732,0.002989527,-0.011904842,-0.005899769,0.029852934,-0.003025673,-0.032692421,-0.020261178,-0.014224997,-0.027856988
5/04/00,-0.016260488,-0.019169935,0.019169878,0.019544653,-0.009820059,-0.012945128,0.003220608,-0.003220611,0.009693268,0.033006251,-0.086731725,-0.012232614,-0.018072732,0.002989527,-0.011904842,-0.005899769,0.029852934,-0.003025673,-0.032692421,-0.020261178,-0.014224997
5/05/00,0,-0.016260488,-0.019169935,0.019169878,0.019544653,-0.009820059,-0.012945128,0.003220608,-0.003220611,0.009693268,0.033006251,-0.086731725,-0.012232614,-0.018072732,0.002989527,-0.011904842,-0.005899769,0.029852934,-0.003025673,-0.032692421,-0.020261178
5/08/00,-0.02321827,0,-0.016260488,-0.019169935,0.019169878,0.019544653,-0.009820059,-0.012945128,0.003220608,-0.003220611,0.009693268,0.033006251,-0.086731725,-0.012232614,-0.018072732,0.002989527,-0.011904842,-0.005899769,0.029852934,-0.003025673,-0.032692421
5/09/00,-0.010118116,-0.02321827,0,-0.016260488,-0.019169935,0.019169878,0.019544653,-0.009820059,-0.012945128,0.003220608,-0.003220611,0.009693268,0.033006251,-0.086731725,-0.012232614,-0.018072732,0.002989527,-0.011904842,-0.005899769,0.029852934,-0.003025673
5/10/00,-0.024014914,-0.010118116,-0.02321827,0,-0.016260488,-0.019169935,0.019169878,0.019544653,-0.009820059,-0.012945128,0.003220608,-0.003220611,0.009693268,0.033006251,-0.086731725,-0.012232614,-0.018072732,0.002989527,-0.011904842,-0.005899769,0.029852934
5/12/00,0.047466622,-0.024014914,-0.010118116,-0.02321827,0,-0.016260488,-0.019169935,0.019169878,0.019544653,-0.009820059,-0.012945128,0.003220608,-0.003220611,0.009693268,0.033006251,-0.086731725,-0.012232614,-0.018072732,0.002989527,-0.011904842,-0.005899769
5/15/00,-0.016694847,0.047466622,-0.024014914,-0.010118116,-0.02321827,0,-0.016260488,-0.019169935,0.019169878,0.019544653,-0.009820059,-0.012945128,0.003220608,-0.003220611,0.009693268,0.033006251,-0.086731725,-0.012232614,-0.018072732,0.002989527,-0.011904842
5/16/00,0.020000549,-0.016694847,0.047466622,-0.024014914,-0.010118116,-0.02321827,0,-0.016260488,-0.019169935,0.019169878,0.019544653,-0.009820059,-0.012945128,0.003220608,-0.003220611,0.009693268,0.033006251,-0.086731725,-0.012232614,-0.018072732,0.002989527
5/17/00,-0.023373341,0.020000549,-0.016694847,0.047466622,-0.024014914,-0.010118116,-0.02321827,0,-0.016260488,-0.019169935,0.019169878,0.019544653,-0.009820059,-0.012945128,0.003220608,-0.003220611,0.009693268,0.033006251,-0.086731725,-0.012232614,-0.018072732
